Local Authority Code,Period,Measure Type,Value
E07000246,2002,internal_net,1940.0
E08000001,2002,internal_net,-708.0
E08000002,2002,internal_net,-171.0
E08000003,2002,internal_net,-1920.0
E08000004,2002,internal_net,-1676.0
E08000005,2002,internal_net,-907.0
E08000006,2002,internal_net,-1624.0
E08000007,2002,internal_net,-839.0
E08000008,2002,internal_net,-100.0
E08000009,2002,internal_net,-733.0
E08000010,2002,internal_net,9.0
E08000011,2002,internal_net,-645.0
E08000012,2002,internal_net,-1090.0
E08000013,2002,internal_net,-39.0
E08000014,2002,internal_net,-599.0
E08000015,2002,internal_net,-59.0
E08000016,2002,internal_net,503.0
E08000017,2002,internal_net,-89.0
E08000018,2002,internal_net,583.0
E08000019,2002,internal_net,-1247.0
E08000021,2002,internal_net,-604.0
E08000022,2002,internal_net,632.0
E08000023,2002,internal_net,-340.0
E08000024,2002,internal_net,-1217.0
E08000025,2002,internal_net,-8537.0
E08000026,2002,internal_net,-2566.0
E08000027,2002,internal_net,-529.0
E08000028,2002,internal_net,-1400.0
E08000029,2002,internal_net,17.0
E08000030,2002,internal_net,-1425.0
E08000031,2002,internal_net,-1439.0
E08000032,2002,internal_net,-3370.0
E08000033,2002,internal_net,-99.0
E08000034,2002,internal_net,131.0
E08000035,2002,internal_net,-658.0
E08000036,2002,internal_net,1097.0
E08000037,2002,internal_net,-403.0
E09000001,2002,internal_net,63.0
E09000002,2002,internal_net,-1206.0
E09000003,2002,internal_net,-3727.0
E09000004,2002,internal_net,-733.0
E09000005,2002,internal_net,-7564.0
E09000006,2002,internal_net,-378.0
E09000007,2002,internal_net,-1775.0
E09000008,2002,internal_net,-3707.0
E09000009,2002,internal_net,-6257.0
E09000010,2002,internal_net,-1791.0
E09000011,2002,internal_net,-491.0
E09000012,2002,internal_net,-4073.0
E09000013,2002,internal_net,-2937.0
E09000014,2002,internal_net,-5850.0
E09000015,2002,internal_net,-1260.0
E09000016,2002,internal_net,-29.0
E09000017,2002,internal_net,-1264.0
E09000018,2002,internal_net,-3963.0
E09000019,2002,internal_net,-1814.0
E09000020,2002,internal_net,-2874.0
E09000021,2002,internal_net,-530.0
E09000022,2002,internal_net,-6568.0
E09000023,2002,internal_net,-4842.0
E09000024,2002,internal_net,-2330.0
E09000025,2002,internal_net,-6892.0
E09000026,2002,internal_net,-1602.0
E09000027,2002,internal_net,-1283.0
E09000028,2002,internal_net,-5305.0
E09000029,2002,internal_net,-393.0
E09000030,2002,internal_net,-1451.0
E09000031,2002,internal_net,-4387.0
E09000032,2002,internal_net,-3106.0
E09000033,2002,internal_net,1228.0
N09000001,2002,internal_net,87.0
N09000002,2002,internal_net,657.0
N09000003,2002,internal_net,-1688.0
N09000004,2002,internal_net,474.0
N09000005,2002,internal_net,-112.0
N09000006,2002,internal_net,713.0
N09000007,2002,internal_net,-424.0
N09000008,2002,internal_net,336.0
N09000009,2002,internal_net,-23.0
N09000010,2002,internal_net,222.0
N09000011,2002,internal_net,679.0
S12000005,2002,internal_net,121.0
S12000006,2002,internal_net,647.0
S12000008,2002,internal_net,13.0
S12000010,2002,internal_net,850.0
S12000011,2002,internal_net,484.0
S12000013,2002,internal_net,-29.0
S12000014,2002,internal_net,872.0
S12000017,2002,internal_net,975.0
S12000018,2002,internal_net,-252.0
S12000019,2002,internal_net,-157.0
S12000020,2002,internal_net,198.0
S12000021,2002,internal_net,228.0
S12000023,2002,internal_net,86.0
S12000026,2002,internal_net,1041.0
S12000027,2002,internal_net,6.0
S12000028,2002,internal_net,299.0
S12000029,2002,internal_net,909.0
S12000030,2002,internal_net,703.0
S12000033,2002,internal_net,-1659.0
S12000034,2002,internal_net,1833.0
S12000035,2002,internal_net,370.0
S12000036,2002,internal_net,-853.0
S12000038,2002,internal_net,-510.0
S12000039,2002,internal_net,-51.0
S12000040,2002,internal_net,1092.0
S12000041,2002,internal_net,419.0
S12000042,2002,internal_net,-809.0
S12000045,2002,internal_net,-728.0
S12000047,2002,internal_net,1538.0
S12000048,2002,internal_net,952.0
S12000049,2002,internal_net,-4457.0
S12000050,2002,internal_net,565.0
W06000001,2002,internal_net,134.0
W06000002,2002,internal_net,524.0
W06000003,2002,internal_net,1027.0
W06000004,2002,internal_net,892.0
W06000005,2002,internal_net,43.0
W06000006,2002,internal_net,381.0
W06000008,2002,internal_net,227.0
W06000009,2002,internal_net,867.0
W06000010,2002,internal_net,1326.0
W06000011,2002,internal_net,170.0
W06000012,2002,internal_net,657.0
W06000013,2002,internal_net,436.0
W06000014,2002,internal_net,889.0
W06000015,2002,internal_net,-180.0
W06000016,2002,internal_net,406.0
W06000018,2002,internal_net,623.0
W06000019,2002,internal_net,-359.0
W06000020,2002,internal_net,-215.0
W06000021,2002,internal_net,484.0
W06000022,2002,internal_net,788.0
W06000023,2002,internal_net,1051.0
W06000024,2002,internal_net,-360.0
E06000001,2003,internal_net,159.0
E06000002,2003,internal_net,-1271.0
E06000003,2003,internal_net,463.0
E06000004,2003,internal_net,493.0
E06000005,2003,internal_net,-4.0
E06000006,2003,internal_net,-276.0
E06000007,2003,internal_net,87.0
E06000008,2003,internal_net,-707.0
E06000009,2003,internal_net,670.0
E06000010,2003,internal_net,-536.0
E06000011,2003,internal_net,3997.0
E06000012,2003,internal_net,22.0
E06000013,2003,internal_net,1413.0
E06000014,2003,internal_net,791.0
E06000015,2003,internal_net,-417.0
E06000016,2003,internal_net,-2876.0
E06000017,2003,internal_net,227.0
E06000018,2003,internal_net,-174.0
E06000019,2003,internal_net,958.0
E06000020,2003,internal_net,-158.0
E06000021,2003,internal_net,-846.0
E06000022,2003,internal_net,867.0
E06000023,2003,internal_net,-2062.0
E06000024,2003,internal_net,2413.0
E06000025,2003,internal_net,584.0
E06000026,2003,internal_net,860.0
E06000027,2003,internal_net,1741.0
E06000030,2003,internal_net,-801.0
E06000031,2003,internal_net,77.0
E06000032,2003,internal_net,-3446.0
E06000033,2003,internal_net,-8.0
E06000034,2003,internal_net,436.0
E06000035,2003,internal_net,-413.0
E06000036,2003,internal_net,-647.0
E06000037,2003,internal_net,-82.0
E06000038,2003,internal_net,-1647.0
E06000039,2003,internal_net,-2681.0
E06000040,2003,internal_net,-632.0
E06000041,2003,internal_net,-573.0
E06000042,2003,internal_net,29.0
E06000043,2003,internal_net,268.0
E06000044,2003,internal_net,-395.0
E06000045,2003,internal_net,-956.0
E06000046,2003,internal_net,1519.0
E06000047,2003,internal_net,1298.0
E06000049,2003,internal_net,1697.0
E06000050,2003,internal_net,1500.0
E06000051,2003,internal_net,1439.0
E06000052,2003,internal_net,6767.0
E06000053,2003,internal_net,-34.0
E06000054,2003,internal_net,1964.0
E06000055,2003,internal_net,-128.0
E06000056,2003,internal_net,1064.0
E06000057,2003,internal_net,1391.0
E06000058,2003,internal_net,1574.0
E06000059,2003,internal_net,4367.0
E06000060,2003,internal_net,-1311.0
E07000008,2003,internal_net,-1649.0
E07000009,2003,internal_net,1008.0
E07000010,2003,internal_net,1743.0
E07000011,2003,internal_net,294.0
E07000012,2003,internal_net,1167.0
E07000026,2003,internal_net,699.0
E07000027,2003,internal_net,-200.0
E07000028,2003,internal_net,827.0
E07000029,2003,internal_net,119.0
E07000030,2003,internal_net,666.0
E07000031,2003,internal_net,662.0
E07000032,2003,internal_net,789.0
E07000033,2003,internal_net,875.0
E07000034,2003,internal_net,668.0
E07000035,2003,internal_net,190.0
E07000036,2003,internal_net,-117.0
E07000037,2003,internal_net,199.0
E07000038,2003,internal_net,457.0
E07000039,2003,internal_net,1539.0
E07000040,2003,internal_net,1468.0
E07000041,2003,internal_net,771.0
E07000042,2003,internal_net,716.0
E07000043,2003,internal_net,1136.0
E07000044,2003,internal_net,121.0
E07000045,2003,internal_net,1310.0
E07000046,2003,internal_net,1278.0
E07000047,2003,internal_net,577.0
E07000061,2003,internal_net,1127.0
E07000062,2003,internal_net,306.0
E07000063,2003,internal_net,829.0
E07000064,2003,internal_net,1271.0
E07000065,2003,internal_net,1000.0
E07000066,2003,internal_net,-686.0
E07000067,2003,internal_net,1257.0
E07000068,2003,internal_net,293.0
E07000069,2003,internal_net,748.0
E07000070,2003,internal_net,902.0
E07000071,2003,internal_net,595.0
E07000072,2003,internal_net,-156.0
E07000073,2003,internal_net,-843.0
E07000074,2003,internal_net,295.0
E07000075,2003,internal_net,284.0
E07000076,2003,internal_net,2126.0
E07000077,2003,internal_net,340.0
E07000078,2003,internal_net,-251.0
E07000079,2003,internal_net,661.0
E07000080,2003,internal_net,831.0
E07000081,2003,internal_net,236.0
E07000082,2003,internal_net,767.0
E07000083,2003,internal_net,455.0
E07000084,2003,internal_net,-217.0
E07000085,2003,internal_net,-195.0
E07000086,2003,internal_net,-120.0
E07000087,2003,internal_net,353.0
E07000088,2003,internal_net,627.0
E07000089,2003,internal_net,17.0
E07000090,2003,internal_net,-107.0
E07000091,2003,internal_net,1286.0
E07000092,2003,internal_net,-868.0
E07000093,2003,internal_net,467.0
E07000094,2003,internal_net,687.0
E07000095,2003,internal_net,-536.0
E07000096,2003,internal_net,-246.0
E07000098,2003,internal_net,-320.0
E07000099,2003,internal_net,907.0
E07000102,2003,internal_net,262.0
E07000103,2003,internal_net,-820.0
E07000105,2003,internal_net,966.0
E07000106,2003,internal_net,1849.0
E07000107,2003,internal_net,-62.0
E07000108,2003,internal_net,592.0
E07000109,2003,internal_net,-328.0
E07000110,2003,internal_net,469.0
E07000111,2003,internal_net,-178.0
E07000112,2003,internal_net,849.0
E07000113,2003,internal_net,1192.0
E07000114,2003,internal_net,510.0
E07000115,2003,internal_net,506.0
E07000116,2003,internal_net,-359.0
E07000117,2003,internal_net,-761.0
E07000118,2003,internal_net,688.0
E07000119,2003,internal_net,848.0
E07000120,2003,internal_net,58.0
E07000121,2003,internal_net,1034.0
E07000122,2003,internal_net,-309.0
E07000123,2003,internal_net,419.0
E07000124,2003,internal_net,788.0
E07000125,2003,internal_net,164.0
E07000126,2003,internal_net,540.0
E07000127,2003,internal_net,740.0
E07000128,2003,internal_net,1390.0
E07000129,2003,internal_net,96.0
E07000130,2003,internal_net,636.0
E07000131,2003,internal_net,737.0
E07000132,2003,internal_net,793.0
E07000133,2003,internal_net,223.0
E07000134,2003,internal_net,720.0
E07000135,2003,internal_net,655.0
E07000136,2003,internal_net,602.0
E07000137,2003,internal_net,2136.0
E07000138,2003,internal_net,519.0
E07000139,2003,internal_net,1611.0
E07000140,2003,internal_net,1537.0
E07000141,2003,internal_net,674.0
E07000142,2003,internal_net,1560.0
E07000143,2003,internal_net,1219.0
E07000144,2003,internal_net,1010.0
E07000145,2003,internal_net,979.0
E07000146,2003,internal_net,1328.0
E07000147,2003,internal_net,1159.0
E07000148,2003,internal_net,25.0
E07000149,2003,internal_net,1213.0
E07000150,2003,internal_net,-204.0
E07000151,2003,internal_net,1091.0
E07000152,2003,internal_net,1624.0
E07000153,2003,internal_net,1054.0
E07000154,2003,internal_net,-147.0
E07000155,2003,internal_net,982.0
E07000156,2003,internal_net,-34.0
E07000163,2003,internal_net,359.0
E07000164,2003,internal_net,219.0
E07000165,2003,internal_net,-59.0
E07000166,2003,internal_net,388.0
E07000167,2003,internal_net,496.0
E07000168,2003,internal_net,707.0
E07000169,2003,internal_net,122.0
E07000170,2003,internal_net,521.0
E07000171,2003,internal_net,796.0
E07000172,2003,internal_net,-236.0
E07000173,2003,internal_net,-188.0
E07000174,2003,internal_net,591.0
E07000175,2003,internal_net,1484.0
E07000176,2003,internal_net,267.0
E07000177,2003,internal_net,152.0
E07000178,2003,internal_net,-1218.0
E07000179,2003,internal_net,-410.0
E07000180,2003,internal_net,8.0
E07000181,2003,internal_net,809.0
E07000187,2003,internal_net,498.0
E07000188,2003,internal_net,795.0
E07000189,2003,internal_net,1134.0
E07000192,2003,internal_net,374.0
E07000193,2003,internal_net,419.0
E07000194,2003,internal_net,852.0
E07000195,2003,internal_net,827.0
E07000196,2003,internal_net,381.0
E07000197,2003,internal_net,748.0
E07000198,2003,internal_net,247.0
E07000199,2003,internal_net,-260.0
E07000200,2003,internal_net,752.0
E07000202,2003,internal_net,-307.0
E07000203,2003,internal_net,479.0
E07000207,2003,internal_net,-192.0
E07000208,2003,internal_net,-218.0
E07000209,2003,internal_net,-498.0
E07000210,2003,internal_net,535.0
E07000211,2003,internal_net,-80.0
E07000212,2003,internal_net,-33.0
E07000213,2003,internal_net,-570.0
E07000214,2003,internal_net,-102.0
E07000215,2003,internal_net,184.0
E07000216,2003,internal_net,372.0
E07000217,2003,internal_net,-734.0
E07000218,2003,internal_net,5.0
E07000219,2003,internal_net,578.0
E07000220,2003,internal_net,50.0
E07000221,2003,internal_net,933.0
E07000222,2003,internal_net,1859.0
E07000223,2003,internal_net,28.0
E07000224,2003,internal_net,2180.0
E07000225,2003,internal_net,922.0
E07000226,2003,internal_net,-1195.0
E07000227,2003,internal_net,1036.0
E07000228,2003,internal_net,317.0
E07000229,2003,internal_net,635.0
E07000234,2003,internal_net,1063.0
E07000235,2003,internal_net,693.0
E07000236,2003,internal_net,-227.0
E07000237,2003,internal_net,-18.0
E07000238,2003,internal_net,658.0
E07000239,2003,internal_net,453.0
E07000240,2003,internal_net,0.0
E07000241,2003,internal_net,981.0
E07000242,2003,internal_net,-385.0
E07000243,2003,internal_net,-528.0
E07000244,2003,internal_net,2112.0
E07000245,2003,internal_net,42.0
E07000246,2003,internal_net,1316.0
E08000001,2003,internal_net,-454.0
E08000002,2003,internal_net,-350.0
E08000003,2003,internal_net,-1232.0
E08000004,2003,internal_net,-1423.0
E08000005,2003,internal_net,-674.0
E08000006,2003,internal_net,-406.0
E08000007,2003,internal_net,-658.0
E08000008,2003,internal_net,-112.0
E08000009,2003,internal_net,-76.0
E08000010,2003,internal_net,237.0
E08000011,2003,internal_net,-546.0
E08000012,2003,internal_net,-2740.0
E08000013,2003,internal_net,69.0
E08000014,2003,internal_net,132.0
E08000015,2003,internal_net,-67.0
E08000016,2003,internal_net,1167.0
E08000017,2003,internal_net,22.0
E08000018,2003,internal_net,809.0
E08000019,2003,internal_net,-276.0
E08000021,2003,internal_net,-127.0
E08000022,2003,internal_net,331.0
E08000023,2003,internal_net,-485.0
E08000024,2003,internal_net,-817.0
E08000025,2003,internal_net,-9481.0
E08000026,2003,internal_net,-1899.0
E08000027,2003,internal_net,-1076.0
E08000028,2003,internal_net,-938.0
E08000029,2003,internal_net,105.0
E08000030,2003,internal_net,-1283.0
E08000031,2003,internal_net,-1807.0
E08000032,2003,internal_net,-2518.0
E08000033,2003,internal_net,123.0
E08000034,2003,internal_net,-357.0
E08000035,2003,internal_net,-1072.0
E08000036,2003,internal_net,1222.0
E08000037,2003,internal_net,-37.0
E09000001,2003,internal_net,23.0
E09000002,2003,internal_net,-1721.0
E09000003,2003,internal_net,-3527.0
E09000004,2003,internal_net,-83.0
E09000005,2003,internal_net,-8333.0
E09000006,2003,internal_net,-277.0
E09000007,2003,internal_net,-2124.0
E09000008,2003,internal_net,-3573.0
E09000009,2003,internal_net,-7856.0
E09000010,2003,internal_net,-2855.0
E09000011,2003,internal_net,-1422.0
E09000012,2003,internal_net,-5878.0
E09000013,2003,internal_net,-3583.0
E09000014,2003,internal_net,-6392.0
E09000015,2003,internal_net,-1863.0
E09000016,2003,internal_net,89.0
E09000017,2003,internal_net,-1861.0
E09000018,2003,internal_net,-4954.0
E09000019,2003,internal_net,-1781.0
E09000020,2003,internal_net,-1884.0
E09000021,2003,internal_net,-527.0
E09000022,2003,internal_net,-6538.0
E09000023,2003,internal_net,-5508.0
E09000024,2003,internal_net,-2462.0
E09000025,2003,internal_net,-9181.0
E09000026,2003,internal_net,-257.0
E09000027,2003,internal_net,-518.0
E09000028,2003,internal_net,-5746.0
E09000029,2003,internal_net,-479.0
E09000030,2003,internal_net,-2889.0
E09000031,2003,internal_net,-4802.0
E09000032,2003,internal_net,-3484.0
E09000033,2003,internal_net,-887.0
N09000001,2003,internal_net,313.0
N09000002,2003,internal_net,1008.0
N09000003,2003,internal_net,-2241.0
N09000004,2003,internal_net,485.0
N09000005,2003,internal_net,-242.0
N09000006,2003,internal_net,279.0
N09000007,2003,internal_net,-266.0
N09000008,2003,internal_net,446.0
N09000009,2003,internal_net,-108.0
N09000010,2003,internal_net,291.0
N09000011,2003,internal_net,137.0
S12000005,2003,internal_net,175.0
S12000006,2003,internal_net,857.0
S12000008,2003,internal_net,248.0
S12000010,2003,internal_net,677.0
S12000011,2003,internal_net,-17.0
S12000013,2003,internal_net,125.0
S12000014,2003,internal_net,932.0
S12000017,2003,internal_net,1810.0
S12000018,2003,internal_net,-307.0
S12000019,2003,internal_net,-504.0
S12000020,2003,internal_net,603.0
S12000021,2003,internal_net,620.0
S12000023,2003,internal_net,172.0
S12000026,2003,internal_net,1475.0
S12000027,2003,internal_net,-69.0
S12000028,2003,internal_net,530.0
S12000029,2003,internal_net,1214.0
S12000030,2003,internal_net,711.0
S12000033,2003,internal_net,-1540.0
S12000034,2003,internal_net,2454.0
S12000035,2003,internal_net,611.0
S12000036,2003,internal_net,-1948.0
S12000038,2003,internal_net,-597.0
S12000039,2003,internal_net,-296.0
S12000040,2003,internal_net,1069.0
S12000041,2003,internal_net,441.0
S12000042,2003,internal_net,-175.0
S12000045,2003,internal_net,-198.0
S12000047,2003,internal_net,794.0
S12000048,2003,internal_net,1564.0
S12000049,2003,internal_net,-4990.0
S12000050,2003,internal_net,602.0
W06000001,2003,internal_net,349.0
W06000002,2003,internal_net,674.0
W06000003,2003,internal_net,969.0
W06000004,2003,internal_net,991.0
W06000005,2003,internal_net,72.0
W06000006,2003,internal_net,551.0
W06000008,2003,internal_net,523.0
W06000009,2003,internal_net,753.0
W06000010,2003,internal_net,1995.0
W06000011,2003,internal_net,825.0
W06000012,2003,internal_net,1477.0
W06000013,2003,internal_net,729.0
W06000014,2003,internal_net,911.0
W06000015,2003,internal_net,-72.0
W06000016,2003,internal_net,1287.0
W06000018,2003,internal_net,106.0
W06000019,2003,internal_net,-109.0
W06000020,2003,internal_net,63.0
W06000021,2003,internal_net,757.0
W06000022,2003,internal_net,402.0
W06000023,2003,internal_net,1398.0
W06000024,2003,internal_net,-240.0
E06000001,2004,internal_net,84.0
E06000002,2004,internal_net,-785.0
E06000003,2004,internal_net,364.0
E06000004,2004,internal_net,-18.0
E06000005,2004,internal_net,84.0
E06000006,2004,internal_net,70.0
E06000007,2004,internal_net,-412.0
E06000008,2004,internal_net,-407.0
E06000009,2004,internal_net,579.0
E06000010,2004,internal_net,-704.0
E06000011,2004,internal_net,3561.0
E06000012,2004,internal_net,-379.0
E06000013,2004,internal_net,1146.0
E06000014,2004,internal_net,606.0
E06000015,2004,internal_net,-180.0
E06000016,2004,internal_net,-2579.0
E06000017,2004,internal_net,279.0
E06000018,2004,internal_net,-1577.0
E06000019,2004,internal_net,857.0
E06000020,2004,internal_net,53.0
E06000021,2004,internal_net,104.0
E06000022,2004,internal_net,851.0
E06000023,2004,internal_net,-1770.0
E06000024,2004,internal_net,2134.0
E06000025,2004,internal_net,1180.0
E06000026,2004,internal_net,1301.0
E06000027,2004,internal_net,1801.0
E06000030,2004,internal_net,-416.0
E06000031,2004,internal_net,-647.0
E06000032,2004,internal_net,-4017.0
E06000033,2004,internal_net,-341.0
E06000034,2004,internal_net,69.0
E06000035,2004,internal_net,-854.0
E06000036,2004,internal_net,-860.0
E06000037,2004,internal_net,421.0
E06000038,2004,internal_net,-1673.0
E06000039,2004,internal_net,-2707.0
E06000040,2004,internal_net,-345.0
E06000041,2004,internal_net,150.0
E06000042,2004,internal_net,-554.0
E06000043,2004,internal_net,-290.0
E06000044,2004,internal_net,-70.0
E06000045,2004,internal_net,-944.0
E06000046,2004,internal_net,1935.0
E06000047,2004,internal_net,1350.0
E06000049,2004,internal_net,1762.0
E06000050,2004,internal_net,853.0
E06000051,2004,internal_net,1457.0
E06000052,2004,internal_net,6656.0
E06000053,2004,internal_net,38.0
E06000054,2004,internal_net,1839.0
E06000055,2004,internal_net,93.0
E06000056,2004,internal_net,1057.0
E06000057,2004,internal_net,1264.0
E06000058,2004,internal_net,1560.0
E06000059,2004,internal_net,4213.0
E06000060,2004,internal_net,-607.0
E07000008,2004,internal_net,-1108.0
E07000009,2004,internal_net,978.0
E07000010,2004,internal_net,1699.0
E07000011,2004,internal_net,174.0
E07000012,2004,internal_net,919.0
E07000026,2004,internal_net,177.0
E07000027,2004,internal_net,148.0
E07000028,2004,internal_net,1193.0
E07000029,2004,internal_net,475.0
E07000030,2004,internal_net,541.0
E07000031,2004,internal_net,768.0
E07000032,2004,internal_net,697.0
E07000033,2004,internal_net,299.0
E07000034,2004,internal_net,509.0
E07000035,2004,internal_net,317.0
E07000036,2004,internal_net,-72.0
E07000037,2004,internal_net,345.0
E07000038,2004,internal_net,590.0
E07000039,2004,internal_net,977.0
E07000040,2004,internal_net,2282.0
E07000041,2004,internal_net,227.0
E07000042,2004,internal_net,1045.0
E07000043,2004,internal_net,885.0
E07000044,2004,internal_net,515.0
E07000045,2004,internal_net,1380.0
E07000046,2004,internal_net,1274.0
E07000047,2004,internal_net,698.0
E07000061,2004,internal_net,1123.0
E07000062,2004,internal_net,-53.0
E07000063,2004,internal_net,1110.0
E07000064,2004,internal_net,1170.0
E07000065,2004,internal_net,930.0
E07000066,2004,internal_net,-402.0
E07000067,2004,internal_net,1457.0
E07000068,2004,internal_net,376.0
E07000069,2004,internal_net,286.0
E07000070,2004,internal_net,1574.0
E07000071,2004,internal_net,1039.0
E07000072,2004,internal_net,158.0
E07000073,2004,internal_net,-748.0
E07000074,2004,internal_net,519.0
E07000075,2004,internal_net,626.0
E07000076,2004,internal_net,2068.0
E07000077,2004,internal_net,254.0
E07000078,2004,internal_net,340.0
E07000079,2004,internal_net,448.0
E07000080,2004,internal_net,599.0
E07000081,2004,internal_net,411.0
E07000082,2004,internal_net,591.0
E07000083,2004,internal_net,267.0
E07000084,2004,internal_net,-151.0
E07000085,2004,internal_net,460.0
E07000086,2004,internal_net,32.0
E07000087,2004,internal_net,127.0
E07000088,2004,internal_net,300.0
E07000089,2004,internal_net,560.0
E07000090,2004,internal_net,-244.0
E07000091,2004,internal_net,1064.0
E07000092,2004,internal_net,-1195.0
E07000093,2004,internal_net,568.0
E07000094,2004,internal_net,1268.0
E07000095,2004,internal_net,-606.0
E07000096,2004,internal_net,-278.0
E07000098,2004,internal_net,-664.0
E07000099,2004,internal_net,787.0
E07000102,2004,internal_net,-12.0
E07000103,2004,internal_net,-599.0
E07000105,2004,internal_net,1259.0
E07000106,2004,internal_net,1850.0
E07000107,2004,internal_net,108.0
E07000108,2004,internal_net,811.0
E07000109,2004,internal_net,-611.0
E07000110,2004,internal_net,277.0
E07000111,2004,internal_net,-217.0
E07000112,2004,internal_net,759.0
E07000113,2004,internal_net,674.0
E07000114,2004,internal_net,623.0
E07000115,2004,internal_net,549.0
E07000116,2004,internal_net,101.0
E07000117,2004,internal_net,-442.0
E07000118,2004,internal_net,650.0
E07000119,2004,internal_net,866.0
E07000120,2004,internal_net,-263.0
E07000121,2004,internal_net,797.0
E07000122,2004,internal_net,-258.0
E07000123,2004,internal_net,745.0
E07000124,2004,internal_net,834.0
E07000125,2004,internal_net,-78.0
E07000126,2004,internal_net,390.0
E07000127,2004,internal_net,506.0
E07000128,2004,internal_net,1135.0
E07000129,2004,internal_net,-60.0
E07000130,2004,internal_net,1246.0
E07000131,2004,internal_net,429.0
E07000132,2004,internal_net,722.0
E07000133,2004,internal_net,149.0
E07000134,2004,internal_net,711.0
E07000135,2004,internal_net,628.0
E07000136,2004,internal_net,725.0
E07000137,2004,internal_net,2442.0
E07000138,2004,internal_net,914.0
E07000139,2004,internal_net,1509.0
E07000140,2004,internal_net,1361.0
E07000141,2004,internal_net,678.0
E07000142,2004,internal_net,1374.0
E07000143,2004,internal_net,1182.0
E07000144,2004,internal_net,873.0
E07000145,2004,internal_net,530.0
E07000146,2004,internal_net,1347.0
E07000147,2004,internal_net,1080.0
E07000148,2004,internal_net,174.0
E07000149,2004,internal_net,1018.0
E07000150,2004,internal_net,205.0
E07000151,2004,internal_net,333.0
E07000152,2004,internal_net,858.0
E07000153,2004,internal_net,753.0
E07000154,2004,internal_net,-1173.0
E07000155,2004,internal_net,943.0
E07000156,2004,internal_net,93.0
E07000163,2004,internal_net,397.0
E07000164,2004,internal_net,53.0
E07000165,2004,internal_net,447.0
E07000166,2004,internal_net,445.0
E07000167,2004,internal_net,605.0
E07000168,2004,internal_net,813.0
E07000169,2004,internal_net,289.0
E07000170,2004,internal_net,983.0
E07000171,2004,internal_net,671.0
E07000172,2004,internal_net,-90.0
E07000173,2004,internal_net,244.0
E07000174,2004,internal_net,164.0
E07000175,2004,internal_net,1398.0
E07000176,2004,internal_net,263.0
E07000177,2004,internal_net,279.0
E07000178,2004,internal_net,-1653.0
E07000179,2004,internal_net,-186.0
E07000180,2004,internal_net,-189.0
E07000181,2004,internal_net,693.0
E07000187,2004,internal_net,787.0
E07000188,2004,internal_net,989.0
E07000189,2004,internal_net,1222.0
E07000192,2004,internal_net,61.0
E07000193,2004,internal_net,448.0
E07000194,2004,internal_net,956.0
E07000195,2004,internal_net,757.0
E07000196,2004,internal_net,193.0
E07000197,2004,internal_net,506.0
E07000198,2004,internal_net,129.0
E07000199,2004,internal_net,-476.0
E07000200,2004,internal_net,557.0
E07000202,2004,internal_net,-496.0
E07000203,2004,internal_net,1123.0
E07000207,2004,internal_net,-136.0
E07000208,2004,internal_net,13.0
E07000209,2004,internal_net,-105.0
E07000210,2004,internal_net,105.0
E07000211,2004,internal_net,165.0
E07000212,2004,internal_net,-119.0
E07000213,2004,internal_net,-540.0
E07000214,2004,internal_net,41.0
E07000215,2004,internal_net,-44.0
E07000216,2004,internal_net,206.0
E07000217,2004,internal_net,-648.0
E07000218,2004,internal_net,63.0
E07000219,2004,internal_net,-165.0
E07000220,2004,internal_net,499.0
E07000221,2004,internal_net,755.0
E07000222,2004,internal_net,1702.0
E07000223,2004,internal_net,206.0
E07000224,2004,internal_net,2478.0
E07000225,2004,internal_net,1324.0
E07000226,2004,internal_net,-1324.0
E07000227,2004,internal_net,979.0
E07000228,2004,internal_net,325.0
E07000229,2004,internal_net,745.0
E07000234,2004,internal_net,769.0
E07000235,2004,internal_net,784.0
E07000236,2004,internal_net,-360.0
E07000237,2004,internal_net,-172.0
E07000238,2004,internal_net,670.0
E07000239,2004,internal_net,338.0
E07000240,2004,internal_net,-232.0
E07000241,2004,internal_net,762.0
E07000242,2004,internal_net,-249.0
E07000243,2004,internal_net,-844.0
E07000244,2004,internal_net,2705.0
E07000245,2004,internal_net,744.0
E07000246,2004,internal_net,977.0
E08000001,2004,internal_net,-749.0
E08000002,2004,internal_net,-577.0
E08000003,2004,internal_net,-82.0
E08000004,2004,internal_net,-814.0
E08000005,2004,internal_net,-1499.0
E08000006,2004,internal_net,-66.0
E08000007,2004,internal_net,-456.0
E08000008,2004,internal_net,-47.0
E08000009,2004,internal_net,-352.0
E08000010,2004,internal_net,358.0
E08000011,2004,internal_net,-383.0
E08000012,2004,internal_net,-1849.0
E08000013,2004,internal_net,101.0
E08000014,2004,internal_net,-58.0
E08000015,2004,internal_net,-466.0
E08000016,2004,internal_net,773.0
E08000017,2004,internal_net,-425.0
E08000018,2004,internal_net,339.0
E08000019,2004,internal_net,232.0
E08000021,2004,internal_net,565.0
E08000022,2004,internal_net,446.0
E08000023,2004,internal_net,-341.0
E08000024,2004,internal_net,-1008.0
E08000025,2004,internal_net,-10946.0
E08000026,2004,internal_net,-2861.0
E08000027,2004,internal_net,-437.0
E08000028,2004,internal_net,-684.0
E08000029,2004,internal_net,256.0
E08000030,2004,internal_net,-1059.0
E08000031,2004,internal_net,-2001.0
E08000032,2004,internal_net,-2015.0
