Local Authority Code,Period,Measure Type,Value
E07000098,2004,international_net,-103.0
E07000099,2004,international_net,-163.0
E07000102,2004,international_net,-17.0
E07000103,2004,international_net,55.0
E07000105,2004,international_net,-13.0
E07000106,2004,international_net,918.0
E07000107,2004,international_net,721.0
E07000108,2004,international_net,179.0
E07000109,2004,international_net,661.0
E07000110,2004,international_net,303.0
E07000111,2004,international_net,800.0
E07000112,2004,international_net,259.0
E07000113,2004,international_net,-164.0
E07000114,2004,international_net,474.0
E07000115,2004,international_net,-24.0
E07000116,2004,international_net,43.0
E07000117,2004,international_net,-71.0
E07000118,2004,international_net,-44.0
E07000119,2004,international_net,153.0
E07000120,2004,international_net,-39.0
E07000121,2004,international_net,1145.0
E07000122,2004,international_net,17.0
E07000123,2004,international_net,642.0
E07000124,2004,international_net,51.0
E07000125,2004,international_net,-101.0
E07000126,2004,international_net,-37.0
E07000127,2004,international_net,-70.0
E07000128,2004,international_net,276.0
E07000129,2004,international_net,22.0
E07000130,2004,international_net,150.0
E07000131,2004,international_net,-40.0
E07000132,2004,international_net,42.0
E07000133,2004,international_net,19.0
E07000134,2004,international_net,-5.0
E07000135,2004,international_net,21.0
E07000136,2004,international_net,605.0
E07000137,2004,international_net,416.0
E07000138,2004,international_net,137.0
E07000139,2004,international_net,142.0
E07000140,2004,international_net,462.0
E07000141,2004,international_net,317.0
E07000142,2004,international_net,64.0
E07000143,2004,international_net,37.0
E07000144,2004,international_net,-37.0
E07000145,2004,international_net,434.0
E07000146,2004,international_net,68.0
E07000147,2004,international_net,77.0
E07000148,2004,international_net,773.0
E07000149,2004,international_net,-41.0
E07000150,2004,international_net,-224.0
E07000151,2004,international_net,114.0
E07000152,2004,international_net,-29.0
E07000153,2004,international_net,-49.0
E07000154,2004,international_net,486.0
E07000155,2004,international_net,81.0
E07000156,2004,international_net,97.0
E07000163,2004,international_net,105.0
E07000164,2004,international_net,65.0
E07000165,2004,international_net,215.0
E07000166,2004,international_net,74.0
E07000167,2004,international_net,140.0
E07000168,2004,international_net,192.0
E07000169,2004,international_net,106.0
E07000170,2004,international_net,-2.0
E07000171,2004,international_net,101.0
E07000172,2004,international_net,644.0
E07000173,2004,international_net,70.0
E07000174,2004,international_net,-86.0
E07000175,2004,international_net,61.0
E07000176,2004,international_net,297.0
E07000177,2004,international_net,264.0
E07000178,2004,international_net,2468.0
E07000179,2004,international_net,-2.0
E07000180,2004,international_net,310.0
E07000181,2004,international_net,77.0
E07000187,2004,international_net,62.0
E07000188,2004,international_net,228.0
E07000189,2004,international_net,456.0
E07000192,2004,international_net,-33.0
E07000193,2004,international_net,-13.0
E07000194,2004,international_net,33.0
E07000195,2004,international_net,-12.0
E07000196,2004,international_net,-11.0
E07000197,2004,international_net,-59.0
E07000198,2004,international_net,-14.0
E07000199,2004,international_net,-85.0
E07000200,2004,international_net,-37.0
E07000202,2004,international_net,1520.0
E07000203,2004,international_net,-22.0
E07000207,2004,international_net,411.0
E07000208,2004,international_net,290.0
E07000209,2004,international_net,-44.0
E07000210,2004,international_net,143.0
E07000211,2004,international_net,271.0
E07000212,2004,international_net,-31.0
E07000213,2004,international_net,163.0
E07000214,2004,international_net,197.0
E07000215,2004,international_net,-24.0
E07000216,2004,international_net,-75.0
E07000217,2004,international_net,-17.0
E07000218,2004,international_net,-14.0
E07000219,2004,international_net,-62.0
E07000220,2004,international_net,164.0
E07000221,2004,international_net,-98.0
E07000222,2004,international_net,131.0
E07000223,2004,international_net,10.0
E07000224,2004,international_net,412.0
E07000225,2004,international_net,-24.0
E07000226,2004,international_net,1109.0
E07000227,2004,international_net,82.0
E07000228,2004,international_net,-155.0
E07000229,2004,international_net,298.0
E07000234,2004,international_net,-3.0
E07000235,2004,international_net,-75.0
E07000236,2004,international_net,-184.0
E07000237,2004,international_net,-514.0
E07000238,2004,international_net,-159.0
E07000239,2004,international_net,-165.0
E07000240,2004,international_net,-510.0
E07000241,2004,international_net,1158.0
E07000242,2004,international_net,40.0
E07000243,2004,international_net,-75.0
E07000244,2004,international_net,806.0
E07000245,2004,international_net,-217.0
E07000246,2004,international_net,235.0
E08000001,2004,international_net,323.0
E08000002,2004,international_net,-65.0
E08000003,2004,international_net,4628.0
E08000004,2004,international_net,202.0
E08000005,2004,international_net,38.0
E08000006,2004,international_net,859.0
E08000007,2004,international_net,34.0
E08000008,2004,international_net,-50.0
E08000009,2004,international_net,237.0
E08000010,2004,international_net,-24.0
E08000011,2004,international_net,-93.0
E08000012,2004,international_net,3020.0
E08000013,2004,international_net,-74.0
E08000014,2004,international_net,-268.0
E08000015,2004,international_net,-461.0
E08000016,2004,international_net,148.0
E08000017,2004,international_net,288.0
E08000018,2004,international_net,236.0
E08000019,2004,international_net,3499.0
E08000021,2004,international_net,207.0
E08000022,2004,international_net,-317.0
E08000023,2004,international_net,92.0
E08000024,2004,international_net,314.0
E08000025,2004,international_net,8580.0
E08000026,2004,international_net,1005.0
E08000027,2004,international_net,360.0
E08000028,2004,international_net,870.0
E08000029,2004,international_net,170.0
E08000030,2004,international_net,594.0
E08000031,2004,international_net,1565.0
E08000032,2004,international_net,3382.0
E08000033,2004,international_net,344.0
E08000034,2004,international_net,1047.0
E08000035,2004,international_net,8028.0
E08000036,2004,international_net,359.0
E08000037,2004,international_net,-281.0
E09000001,2004,international_net,257.0
E09000002,2004,international_net,1774.0
E09000003,2004,international_net,3917.0
E09000004,2004,international_net,579.0
E09000005,2004,international_net,2454.0
E09000006,2004,international_net,1331.0
E09000007,2004,international_net,4721.0
E09000008,2004,international_net,2415.0
E09000009,2004,international_net,6360.0
E09000010,2004,international_net,1808.0
E09000011,2004,international_net,1782.0
E09000012,2004,international_net,2892.0
E09000013,2004,international_net,1722.0
E09000014,2004,international_net,4265.0
E09000015,2004,international_net,2614.0
E09000016,2004,international_net,537.0
E09000017,2004,international_net,2374.0
E09000018,2004,international_net,4890.0
E09000019,2004,international_net,1851.0
E09000020,2004,international_net,1806.0
E09000021,2004,international_net,2016.0
E09000022,2004,international_net,4338.0
E09000023,2004,international_net,2724.0
E09000024,2004,international_net,2212.0
E09000025,2004,international_net,3211.0
E09000026,2004,international_net,1852.0
E09000027,2004,international_net,1896.0
E09000028,2004,international_net,5497.0
E09000029,2004,international_net,705.0
E09000030,2004,international_net,3820.0
E09000031,2004,international_net,2285.0
E09000032,2004,international_net,2453.0
E09000033,2004,international_net,8961.0
N09000001,2004,international_net,-98.0
N09000002,2004,international_net,419.0
N09000003,2004,international_net,-69.0
N09000004,2004,international_net,-255.0
N09000005,2004,international_net,-101.0
N09000006,2004,international_net,204.0
N09000007,2004,international_net,244.0
N09000008,2004,international_net,-72.0
N09000009,2004,international_net,484.0
N09000010,2004,international_net,364.0
N09000011,2004,international_net,58.0
S12000005,2004,international_net,-49.0
S12000006,2004,international_net,-255.0
S12000008,2004,international_net,-132.0
S12000010,2004,international_net,-47.0
S12000011,2004,international_net,-143.0
S12000013,2004,international_net,-36.0
S12000014,2004,international_net,67.0
S12000017,2004,international_net,6.0
S12000018,2004,international_net,-175.0
S12000019,2004,international_net,-22.0
S12000020,2004,international_net,-79.0
S12000021,2004,international_net,-141.0
S12000023,2004,international_net,-18.0
S12000026,2004,international_net,-61.0
S12000027,2004,international_net,-20.0
S12000028,2004,international_net,-196.0
S12000029,2004,international_net,-368.0
S12000030,2004,international_net,70.0
S12000033,2004,international_net,874.0
S12000034,2004,international_net,127.0
S12000035,2004,international_net,-104.0
S12000036,2004,international_net,3040.0
S12000038,2004,international_net,187.0
S12000039,2004,international_net,-98.0
S12000040,2004,international_net,-95.0
S12000041,2004,international_net,-106.0
S12000042,2004,international_net,105.0
S12000045,2004,international_net,-190.0
S12000047,2004,international_net,87.0
S12000048,2004,international_net,107.0
S12000049,2004,international_net,1099.0
S12000050,2004,international_net,-334.0
W06000001,2004,international_net,21.0
W06000002,2004,international_net,0.0
W06000003,2004,international_net,-17.0
W06000004,2004,international_net,6.0
W06000005,2004,international_net,-106.0
W06000006,2004,international_net,102.0
W06000008,2004,international_net,-34.0
W06000009,2004,international_net,-42.0
W06000010,2004,international_net,161.0
W06000011,2004,international_net,355.0
W06000012,2004,international_net,-13.0
W06000013,2004,international_net,9.0
W06000014,2004,international_net,-2.0
W06000015,2004,international_net,2512.0
W06000016,2004,international_net,-46.0
W06000018,2004,international_net,-100.0
W06000019,2004,international_net,-20.0
W06000020,2004,international_net,-64.0
W06000021,2004,international_net,-58.0
W06000022,2004,international_net,-117.0
W06000023,2004,international_net,2.0
W06000024,2004,international_net,11.0
E06000001,2005,international_net,62.0
E06000002,2005,international_net,591.0
E06000003,2005,international_net,77.0
E06000004,2005,international_net,121.0
E06000005,2005,international_net,216.0
E06000006,2005,international_net,-257.0
E06000007,2005,international_net,276.0
E06000008,2005,international_net,53.0
E06000009,2005,international_net,403.0
E06000010,2005,international_net,3254.0
E06000011,2005,international_net,508.0
E06000012,2005,international_net,315.0
E06000013,2005,international_net,698.0
E06000014,2005,international_net,1471.0
E06000015,2005,international_net,2363.0
E06000016,2005,international_net,5848.0
E06000017,2005,international_net,-18.0
E06000018,2005,international_net,6265.0
E06000019,2005,international_net,395.0
E06000020,2005,international_net,454.0
E06000021,2005,international_net,583.0
E06000022,2005,international_net,590.0
E06000023,2005,international_net,8958.0
E06000024,2005,international_net,574.0
E06000025,2005,international_net,994.0
E06000026,2005,international_net,1892.0
E06000027,2005,international_net,261.0
E06000030,2005,international_net,1329.0
E06000031,2005,international_net,3247.0
E06000032,2005,international_net,3116.0
E06000033,2005,international_net,495.0
E06000034,2005,international_net,488.0
E06000035,2005,international_net,228.0
E06000036,2005,international_net,513.0
E06000037,2005,international_net,-115.0
E06000038,2005,international_net,1880.0
E06000039,2005,international_net,2213.0
E06000040,2005,international_net,1371.0
E06000041,2005,international_net,801.0
E06000042,2005,international_net,2189.0
E06000043,2005,international_net,856.0
E06000044,2005,international_net,2547.0
E06000045,2005,international_net,4111.0
E06000046,2005,international_net,274.0
E06000047,2005,international_net,1139.0
E06000049,2005,international_net,16.0
E06000050,2005,international_net,393.0
E06000051,2005,international_net,202.0
E06000052,2005,international_net,358.0
E06000053,2005,international_net,13.0
E06000054,2005,international_net,280.0
E06000055,2005,international_net,300.0
E06000056,2005,international_net,288.0
E06000057,2005,international_net,60.0
E06000058,2005,international_net,460.0
E06000059,2005,international_net,-515.0
E06000060,2005,international_net,1408.0
E07000008,2005,international_net,4670.0
E07000009,2005,international_net,262.0
E07000010,2005,international_net,346.0
E07000011,2005,international_net,615.0
E07000012,2005,international_net,639.0
E07000026,2005,international_net,188.0
E07000027,2005,international_net,-22.0
E07000028,2005,international_net,458.0
E07000029,2005,international_net,68.0
E07000030,2005,international_net,70.0
E07000031,2005,international_net,558.0
E07000032,2005,international_net,-3.0
E07000033,2005,international_net,84.0
E07000034,2005,international_net,89.0
E07000035,2005,international_net,-26.0
E07000036,2005,international_net,-13.0
E07000037,2005,international_net,-95.0
E07000038,2005,international_net,64.0
E07000039,2005,international_net,103.0
E07000040,2005,international_net,492.0
E07000041,2005,international_net,2024.0
E07000042,2005,international_net,92.0
E07000043,2005,international_net,273.0
E07000044,2005,international_net,107.0
E07000045,2005,international_net,287.0
E07000046,2005,international_net,129.0
E07000047,2005,international_net,116.0
E07000061,2005,international_net,907.0
E07000062,2005,international_net,201.0
E07000063,2005,international_net,-23.0
E07000064,2005,international_net,166.0
E07000065,2005,international_net,311.0
E07000066,2005,international_net,428.0
E07000067,2005,international_net,-31.0
E07000068,2005,international_net,297.0
E07000069,2005,international_net,-41.0
E07000070,2005,international_net,250.0
E07000071,2005,international_net,2590.0
E07000072,2005,international_net,-86.0
E07000073,2005,international_net,348.0
E07000074,2005,international_net,37.0
E07000075,2005,international_net,-34.0
E07000076,2005,international_net,604.0
E07000077,2005,international_net,225.0
E07000078,2005,international_net,880.0
E07000079,2005,international_net,365.0
E07000080,2005,international_net,68.0
E07000081,2005,international_net,520.0
E07000082,2005,international_net,227.0
E07000083,2005,international_net,282.0
E07000084,2005,international_net,526.0
E07000085,2005,international_net,-155.0
E07000086,2005,international_net,106.0
E07000087,2005,international_net,-39.0
E07000088,2005,international_net,-126.0
E07000089,2005,international_net,443.0
E07000090,2005,international_net,43.0
E07000091,2005,international_net,364.0
E07000092,2005,international_net,-10.0
E07000093,2005,international_net,138.0
E07000094,2005,international_net,-420.0
E07000095,2005,international_net,264.0
E07000096,2005,international_net,-86.0
E07000098,2005,international_net,177.0
E07000099,2005,international_net,-14.0
E07000102,2005,international_net,96.0
E07000103,2005,international_net,766.0
E07000105,2005,international_net,146.0
E07000106,2005,international_net,1069.0
E07000107,2005,international_net,869.0
E07000108,2005,international_net,222.0
E07000109,2005,international_net,766.0
E07000110,2005,international_net,370.0
E07000111,2005,international_net,924.0
E07000112,2005,international_net,410.0
E07000113,2005,international_net,16.0
E07000114,2005,international_net,490.0
E07000115,2005,international_net,15.0
E07000116,2005,international_net,150.0
E07000117,2005,international_net,-107.0
E07000118,2005,international_net,-77.0
E07000119,2005,international_net,360.0
E07000120,2005,international_net,-39.0
E07000121,2005,international_net,1796.0
E07000122,2005,international_net,45.0
E07000123,2005,international_net,1163.0
E07000124,2005,international_net,88.0
E07000125,2005,international_net,-101.0
E07000126,2005,international_net,-45.0
E07000127,2005,international_net,-69.0
E07000128,2005,international_net,486.0
E07000129,2005,international_net,97.0
E07000130,2005,international_net,371.0
E07000131,2005,international_net,-7.0
E07000132,2005,international_net,39.0
E07000133,2005,international_net,-77.0
E07000134,2005,international_net,9.0
E07000135,2005,international_net,109.0
E07000136,2005,international_net,502.0
E07000137,2005,international_net,106.0
E07000138,2005,international_net,-48.0
E07000139,2005,international_net,10.0
E07000140,2005,international_net,364.0
E07000141,2005,international_net,96.0
E07000142,2005,international_net,3.0
E07000143,2005,international_net,514.0
E07000144,2005,international_net,59.0
E07000145,2005,international_net,813.0
E07000146,2005,international_net,324.0
E07000147,2005,international_net,180.0
E07000148,2005,international_net,1593.0
E07000149,2005,international_net,75.0
E07000150,2005,international_net,27.0
E07000151,2005,international_net,236.0
E07000152,2005,international_net,-19.0
E07000153,2005,international_net,85.0
E07000154,2005,international_net,2509.0
E07000155,2005,international_net,154.0
E07000156,2005,international_net,248.0
E07000163,2005,international_net,142.0
E07000164,2005,international_net,155.0
E07000165,2005,international_net,501.0
E07000166,2005,international_net,229.0
E07000167,2005,international_net,285.0
E07000168,2005,international_net,344.0
E07000169,2005,international_net,78.0
E07000170,2005,international_net,-1.0
E07000171,2005,international_net,-17.0
E07000172,2005,international_net,984.0
E07000173,2005,international_net,102.0
E07000174,2005,international_net,-89.0
E07000175,2005,international_net,-68.0
E07000176,2005,international_net,216.0
E07000177,2005,international_net,443.0
E07000178,2005,international_net,4038.0
E07000179,2005,international_net,365.0
E07000180,2005,international_net,537.0
E07000181,2005,international_net,134.0
E07000187,2005,international_net,363.0
E07000188,2005,international_net,322.0
E07000189,2005,international_net,774.0
E07000192,2005,international_net,12.0
E07000193,2005,international_net,130.0
E07000194,2005,international_net,47.0
E07000195,2005,international_net,267.0
E07000196,2005,international_net,21.0
E07000197,2005,international_net,146.0
E07000198,2005,international_net,-28.0
E07000199,2005,international_net,41.0
E07000200,2005,international_net,108.0
E07000202,2005,international_net,2190.0
E07000203,2005,international_net,130.0
E07000207,2005,international_net,705.0
E07000208,2005,international_net,439.0
E07000209,2005,international_net,739.0
E07000210,2005,international_net,196.0
E07000211,2005,international_net,379.0
E07000212,2005,international_net,500.0
E07000213,2005,international_net,289.0
E07000214,2005,international_net,418.0
E07000215,2005,international_net,36.0
E07000216,2005,international_net,178.0
E07000217,2005,international_net,661.0
E07000218,2005,international_net,6.0
E07000219,2005,international_net,-14.0
E07000220,2005,international_net,347.0
E07000221,2005,international_net,387.0
E07000222,2005,international_net,611.0
E07000223,2005,international_net,-8.0
E07000224,2005,international_net,683.0
E07000225,2005,international_net,167.0
E07000226,2005,international_net,1480.0
E07000227,2005,international_net,294.0
E07000228,2005,international_net,-33.0
E07000229,2005,international_net,362.0
E07000234,2005,international_net,-1.0
E07000235,2005,international_net,125.0
E07000236,2005,international_net,54.0
E07000237,2005,international_net,-53.0
E07000238,2005,international_net,149.0
E07000239,2005,international_net,-23.0
E07000240,2005,international_net,-143.0
E07000241,2005,international_net,1524.0
E07000242,2005,international_net,320.0
E07000243,2005,international_net,137.0
E07000244,2005,international_net,1310.0
E07000245,2005,international_net,194.0
E07000246,2005,international_net,408.0
E08000001,2005,international_net,223.0
E08000002,2005,international_net,-277.0
E08000003,2005,international_net,6836.0
E08000004,2005,international_net,-52.0
E08000005,2005,international_net,-253.0
E08000006,2005,international_net,1470.0
E08000007,2005,international_net,-258.0
E08000008,2005,international_net,-219.0
E08000009,2005,international_net,118.0
E08000010,2005,international_net,-211.0
E08000011,2005,international_net,-182.0
E08000012,2005,international_net,4382.0
E08000013,2005,international_net,-188.0
E08000014,2005,international_net,-353.0
E08000015,2005,international_net,-556.0
E08000016,2005,international_net,148.0
E08000017,2005,international_net,556.0
E08000018,2005,international_net,287.0
E08000019,2005,international_net,5450.0
E08000021,2005,international_net,3522.0
E08000022,2005,international_net,105.0
E08000023,2005,international_net,427.0
E08000024,2005,international_net,987.0
E08000025,2005,international_net,10124.0
E08000026,2005,international_net,3093.0
E08000027,2005,international_net,295.0
E08000028,2005,international_net,883.0
E08000029,2005,international_net,349.0
E08000030,2005,international_net,520.0
E08000031,2005,international_net,1344.0
E08000032,2005,international_net,4122.0
E08000033,2005,international_net,346.0
E08000034,2005,international_net,954.0
E08000035,2005,international_net,12961.0
E08000036,2005,international_net,716.0
E08000037,2005,international_net,86.0
E09000001,2005,international_net,312.0
E09000002,2005,international_net,1871.0
E09000003,2005,international_net,4945.0
E09000004,2005,international_net,509.0
E09000005,2005,international_net,4640.0
E09000006,2005,international_net,1117.0
E09000007,2005,international_net,5141.0
E09000008,2005,international_net,2843.0
E09000009,2005,international_net,6203.0
E09000010,2005,international_net,2827.0
E09000011,2005,international_net,1643.0
E09000012,2005,international_net,2954.0
E09000013,2005,international_net,1740.0
E09000014,2005,international_net,4807.0
E09000015,2005,international_net,3861.0
E09000016,2005,international_net,463.0
E09000017,2005,international_net,2878.0
E09000018,2005,international_net,5487.0
E09000019,2005,international_net,2902.0
E09000020,2005,international_net,3971.0
E09000021,2005,international_net,2119.0
E09000022,2005,international_net,5313.0
E09000023,2005,international_net,3693.0
E09000024,2005,international_net,3025.0
E09000025,2005,international_net,3446.0
E09000026,2005,international_net,1953.0
E09000027,2005,international_net,1355.0
E09000028,2005,international_net,7450.0
E09000029,2005,international_net,659.0
E09000030,2005,international_net,3408.0
E09000031,2005,international_net,2177.0
E09000032,2005,international_net,3504.0
E09000033,2005,international_net,10638.0
N09000001,2005,international_net,32.0
N09000002,2005,international_net,1144.0
N09000003,2005,international_net,-127.0
N09000004,2005,international_net,257.0
N09000005,2005,international_net,-359.0
N09000006,2005,international_net,230.0
N09000007,2005,international_net,377.0
N09000008,2005,international_net,213.0
N09000009,2005,international_net,1356.0
N09000010,2005,international_net,526.0
N09000011,2005,international_net,34.0
S12000005,2005,international_net,8.0
S12000006,2005,international_net,-84.0
S12000008,2005,international_net,-87.0
S12000010,2005,international_net,3.0
S12000011,2005,international_net,-77.0
S12000013,2005,international_net,-6.0
S12000014,2005,international_net,246.0
S12000017,2005,international_net,623.0
S12000018,2005,international_net,122.0
S12000019,2005,international_net,-21.0
S12000020,2005,international_net,68.0
S12000021,2005,international_net,-192.0
S12000023,2005,international_net,-25.0
S12000026,2005,international_net,107.0
S12000027,2005,international_net,-4.0
S12000028,2005,international_net,-45.0
S12000029,2005,international_net,-253.0
S12000030,2005,international_net,141.0
S12000033,2005,international_net,2150.0
S12000034,2005,international_net,623.0
S12000035,2005,international_net,-100.0
S12000036,2005,international_net,5220.0
S12000038,2005,international_net,161.0
S12000039,2005,international_net,-82.0
S12000040,2005,international_net,175.0
S12000041,2005,international_net,128.0
S12000042,2005,international_net,718.0
S12000045,2005,international_net,-44.0
S12000047,2005,international_net,787.0
S12000048,2005,international_net,1066.0
S12000049,2005,international_net,1494.0
S12000050,2005,international_net,-20.0
W06000001,2005,international_net,-8.0
W06000002,2005,international_net,-166.0
W06000003,2005,international_net,-107.0
W06000004,2005,international_net,-63.0
W06000005,2005,international_net,-110.0
W06000006,2005,international_net,203.0
W06000008,2005,international_net,-208.0
W06000009,2005,international_net,-37.0
W06000010,2005,international_net,142.0
W06000011,2005,international_net,433.0
W06000012,2005,international_net,-96.0
W06000013,2005,international_net,-14.0
W06000014,2005,international_net,-9.0
W06000015,2005,international_net,2758.0
W06000016,2005,international_net,-204.0
W06000018,2005,international_net,-212.0
W06000019,2005,international_net,-32.0
W06000020,2005,international_net,-97.0
W06000021,2005,international_net,-124.0
W06000022,2005,international_net,-156.0
W06000023,2005,international_net,-19.0
W06000024,2005,international_net,49.0
E06000001,2006,international_net,78.0
E06000002,2006,international_net,649.0
E06000003,2006,international_net,-89.0
E06000004,2006,international_net,87.0
E06000005,2006,international_net,294.0
E06000006,2006,international_net,-17.0
E06000007,2006,international_net,937.0
E06000008,2006,international_net,445.0
E06000009,2006,international_net,229.0
E06000010,2006,international_net,1024.0
E06000011,2006,international_net,307.0
E06000012,2006,international_net,124.0
E06000013,2006,international_net,552.0
E06000014,2006,international_net,127.0
E06000015,2006,international_net,1667.0
E06000016,2006,international_net,3353.0
E06000017,2006,international_net,35.0
E06000018,2006,international_net,2886.0
E06000019,2006,international_net,1480.0
E06000020,2006,international_net,855.0
E06000021,2006,international_net,1331.0
E06000022,2006,international_net,165.0
E06000023,2006,international_net,2352.0
E06000024,2006,international_net,434.0
E06000025,2006,international_net,984.0
E06000026,2006,international_net,51.0
E06000027,2006,international_net,-261.0
E06000030,2006,international_net,300.0
E06000031,2006,international_net,3258.0
E06000032,2006,international_net,3664.0
E06000033,2006,international_net,-224.0
E06000034,2006,international_net,706.0
E06000035,2006,international_net,1031.0
E06000036,2006,international_net,545.0
E06000037,2006,international_net,132.0
E06000038,2006,international_net,852.0
E06000039,2006,international_net,1873.0
E06000040,2006,international_net,801.0
E06000041,2006,international_net,783.0
E06000042,2006,international_net,961.0
E06000043,2006,international_net,750.0
E06000044,2006,international_net,-209.0
E06000045,2006,international_net,1124.0
E06000046,2006,international_net,-81.0
E06000047,2006,international_net,1089.0
E06000049,2006,international_net,844.0
E06000050,2006,international_net,217.0
E06000051,2006,international_net,435.0
E06000052,2006,international_net,-269.0
E06000053,2006,international_net,26.0
E06000054,2006,international_net,773.0
E06000055,2006,international_net,450.0
E06000056,2006,international_net,722.0
E06000057,2006,international_net,-23.0
E06000058,2006,international_net,-713.0
E06000059,2006,international_net,-798.0
E06000060,2006,international_net,1687.0
E07000008,2006,international_net,-1157.0
E07000009,2006,international_net,529.0
E07000010,2006,international_net,765.0
E07000011,2006,international_net,306.0
E07000012,2006,international_net,775.0
E07000026,2006,international_net,134.0
E07000027,2006,international_net,-64.0
E07000028,2006,international_net,299.0
E07000029,2006,international_net,56.0
E07000030,2006,international_net,158.0
E07000031,2006,international_net,344.0
E07000032,2006,international_net,24.0
E07000033,2006,international_net,131.0
E07000034,2006,international_net,22.0
E07000035,2006,international_net,-37.0
E07000036,2006,international_net,-33.0
E07000037,2006,international_net,-99.0
E07000038,2006,international_net,-6.0
E07000039,2006,international_net,74.0
E07000040,2006,international_net,191.0
E07000041,2006,international_net,-134.0
E07000042,2006,international_net,98.0
E07000043,2006,international_net,34.0
E07000044,2006,international_net,-3.0
E07000045,2006,international_net,-97.0
E07000046,2006,international_net,23.0
E07000047,2006,international_net,56.0
E07000061,2006,international_net,37.0
E07000062,2006,international_net,15.0
E07000063,2006,international_net,147.0
E07000064,2006,international_net,176.0
E07000065,2006,international_net,305.0
E07000066,2006,international_net,169.0
E07000067,2006,international_net,251.0
E07000068,2006,international_net,91.0
E07000069,2006,international_net,-22.0
E07000070,2006,international_net,-235.0
E07000071,2006,international_net,759.0
E07000072,2006,international_net,144.0
E07000073,2006,international_net,345.0
E07000074,2006,international_net,-6.0
E07000075,2006,international_net,-42.0
E07000076,2006,international_net,146.0
E07000077,2006,international_net,270.0
E07000078,2006,international_net,155.0
E07000079,2006,international_net,177.0
E07000080,2006,international_net,118.0
E07000081,2006,international_net,557.0
E07000082,2006,international_net,114.0
E07000083,2006,international_net,256.0
E07000084,2006,international_net,273.0
E07000085,2006,international_net,213.0
E07000086,2006,international_net,113.0
E07000087,2006,international_net,126.0
E07000088,2006,international_net,-47.0
E07000089,2006,international_net,254.0
E07000090,2006,international_net,-34.0
E07000091,2006,international_net,411.0
E07000092,2006,international_net,109.0
E07000093,2006,international_net,212.0
E07000094,2006,international_net,-189.0
E07000095,2006,international_net,46.0
E07000096,2006,international_net,-149.0
E07000098,2006,international_net,-63.0
E07000099,2006,international_net,-26.0
E07000102,2006,international_net,-114.0
E07000103,2006,international_net,-188.0
E07000105,2006,international_net,370.0
E07000106,2006,international_net,884.0
E07000107,2006,international_net,321.0
E07000108,2006,international_net,123.0
E07000109,2006,international_net,425.0
E07000110,2006,international_net,562.0
E07000111,2006,international_net,221.0
E07000112,2006,international_net,267.0
E07000113,2006,international_net,208.0
E07000114,2006,international_net,178.0
E07000115,2006,international_net,217.0
E07000116,2006,international_net,319.0
E07000117,2006,international_net,57.0
E07000118,2006,international_net,160.0
E07000119,2006,international_net,87.0
E07000120,2006,international_net,189.0
E07000121,2006,international_net,919.0
E07000122,2006,international_net,375.0
E07000123,2006,international_net,981.0
E07000124,2006,international_net,57.0
E07000125,2006,international_net,38.0
E07000126,2006,international_net,112.0
E07000127,2006,international_net,260.0
E07000128,2006,international_net,133.0
E07000129,2006,international_net,209.0
E07000130,2006,international_net,986.0
E07000131,2006,international_net,121.0
E07000132,2006,international_net,173.0
E07000133,2006,international_net,27.0
E07000134,2006,international_net,214.0
E07000135,2006,international_net,210.0
E07000136,2006,international_net,1443.0
E07000137,2006,international_net,353.0
E07000138,2006,international_net,239.0
E07000139,2006,international_net,360.0
E07000140,2006,international_net,1110.0
E07000141,2006,international_net,499.0
E07000142,2006,international_net,90.0
E07000143,2006,international_net,415.0
E07000144,2006,international_net,147.0
E07000145,2006,international_net,426.0
E07000146,2006,international_net,537.0
E07000147,2006,international_net,216.0
E07000148,2006,international_net,453.0
E07000149,2006,international_net,162.0
E07000150,2006,international_net,555.0
E07000151,2006,international_net,155.0
E07000152,2006,international_net,65.0
E07000153,2006,international_net,292.0
E07000154,2006,international_net,3057.0
E07000155,2006,international_net,67.0
E07000156,2006,international_net,434.0
E07000163,2006,international_net,4.0
E07000164,2006,international_net,190.0
E07000165,2006,international_net,80.0
E07000166,2006,international_net,189.0
E07000167,2006,international_net,118.0
E07000168,2006,international_net,60.0
E07000169,2006,international_net,205.0
E07000170,2006,international_net,69.0
E07000171,2006,international_net,264.0
E07000172,2006,international_net,637.0
E07000173,2006,international_net,162.0
E07000174,2006,international_net,323.0
E07000175,2006,international_net,156.0
E07000176,2006,international_net,57.0
E07000177,2006,international_net,762.0
E07000178,2006,international_net,-128.0
E07000179,2006,international_net,499.0
E07000180,2006,international_net,643.0
E07000181,2006,international_net,315.0
E07000187,2006,international_net,379.0
E07000188,2006,international_net,401.0
E07000189,2006,international_net,521.0
E07000192,2006,international_net,18.0
E07000193,2006,international_net,465.0
E07000194,2006,international_net,175.0
E07000195,2006,international_net,342.0
E07000196,2006,international_net,90.0
E07000197,2006,international_net,348.0
E07000198,2006,international_net,54.0
E07000199,2006,international_net,140.0
E07000200,2006,international_net,107.0
E07000202,2006,international_net,327.0
E07000203,2006,international_net,88.0
E07000207,2006,international_net,146.0
E07000208,2006,international_net,357.0
E07000209,2006,international_net,1118.0
E07000210,2006,international_net,251.0
